"TIER","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Miscellaneous","VA","51","Culpeper","047","PM2.5 Primary (Filt + Cond)","CAP","346.981932254904","TON"
"Miscellaneous","VA","51","Albemarle","003","PM2.5 Primary (Filt + Cond)","CAP","346.73375334529","TON"
"Miscellaneous","VA","51","Orange","137","PM2.5 Primary (Filt + Cond)","CAP","340.610986476297","TON"
"Fuel Comb. Industrial","VA","51","Loudoun","107","PM2.5 Primary (Filt + Cond)","CAP","338.812473342","TON"
"Miscellaneous","VA","51","Frederick","069","PM2.5 Primary (Filt + Cond)","CAP","338.560338092088","TON"
"Fuel Comb. Industrial","VA","51","Chesterfield","041","PM2.5 Primary (Filt + Cond)","CAP","334.434588412","TON"
"Off-Highway","VA","51","Fairfax","059","PM2.5 Primary (Filt + Cond)","CAP","332.390815869333","TON"
"Miscellaneous","VA","51","Chesterfield","041","PM2.5 Primary (Filt + Cond)","CAP","328.83309096293","TON"
"Miscellaneous","VA","51","Washington","191","PM2.5 Primary (Filt + Cond)","CAP","323.580687811319","TON"
"Miscellaneous","VA","51","Grayson","077","PM2.5 Primary (Filt + Cond)","CAP","322.748415826638","TON"
"Fuel Comb. Other","VA","51","Prince William","153","PM2.5 Primary (Filt + Cond)","CAP","315.960940879","TON"
"Miscellaneous","VA","51","Prince Edward","147","PM2.5 Primary (Filt + Cond)","CAP","314.282364927732","TON"
"Other Industrial Processes","VA","51","Covington city","580","PM2.5 Primary (Filt + Cond)","CAP","311.32149426196","TON"
"Miscellaneous","VA","51","Wythe","197","PM2.5 Primary (Filt + Cond)","CAP","310.220303052225","TON"
"Miscellaneous","VA","51","Louisa","109","PM2.5 Primary (Filt + Cond)","CAP","304.08655693175","TON"
"Miscellaneous","VA","51","Shenandoah","171","PM2.5 Primary (Filt + Cond)","CAP","298.574707025824","TON"
"Fuel Comb. Other","VA","51","Loudoun","107","PM2.5 Primary (Filt + Cond)","CAP","290.90313959","TON"
"Fuel Comb. Industrial","VA","51","Virginia Beach city","810","PM2.5 Primary (Filt + Cond)","CAP","272.33129177","TON"
"Fuel Comb. Other","VA","51","Henrico","087","PM2.5 Primary (Filt + Cond)","CAP","270.68136496","TON"
"Other Industrial Processes","VA","51","King William","101","PM2.5 Primary (Filt + Cond)","CAP","266.105790065","TON"
"Miscellaneous","VA","51","Madison","113","PM2.5 Primary (Filt + Cond)","CAP","266.097791419158","TON"
"Miscellaneous","VA","51","Tazewell","185","PM2.5 Primary (Filt + Cond)","CAP","265.309971378044","TON"
"Miscellaneous","VA","51","Pulaski","155","PM2.5 Primary (Filt + Cond)","CAP","265.156801442098","TON"
"Miscellaneous","VA","51","Virginia Beach city","810","PM2.5 Primary (Filt + Cond)","CAP","254.73647987291","TON"
"Other Industrial Processes","VA","51","Virginia Beach city","810","PM2.5 Primary (Filt + Cond)","CAP","254.333012727","TON"
"Miscellaneous","VA","51","Smyth","173","PM2.5 Primary (Filt + Cond)","CAP","250.674862366691","TON"
"Waste Disposal & Recycling","VA","51","Frederick","069","PM2.5 Primary (Filt + Cond)","CAP","248.088514","TON"
"Fuel Comb. Industrial","VA","51","Prince William","153","PM2.5 Primary (Filt + Cond)","CAP","247.339046662","TON"
"Miscellaneous","VA","51","Montgomery","121","PM2.5 Primary (Filt + Cond)","CAP","245.698100132646","TON"
"Waste Disposal & Recycling","VA","51","Stafford","179","PM2.5 Primary (Filt + Cond)","CAP","244.366076","TON"
"Miscellaneous","VA","51","Carroll","035","PM2.5 Primary (Filt + Cond)","CAP","243.120723977987","TON"
"Fuel Comb. Industrial","VA","51","Henrico","087","PM2.5 Primary (Filt + Cond)","CAP","239.487598444","TON"
"Miscellaneous","VA","51","Sussex","183","PM2.5 Primary (Filt + Cond)","CAP","233.860303753941","TON"
"Waste Disposal & Recycling","VA","51","Chesterfield","041","PM2.5 Primary (Filt + Cond)","CAP","231.7668955","TON"
"Miscellaneous","VA","51","Cumberland","049","PM2.5 Primary (Filt + Cond)","CAP","229.5229297818922","TON"
"Miscellaneous","VA","51","Amelia","007","PM2.5 Primary (Filt + Cond)","CAP","228.864300213158","TON"
"Fuel Comb. Other","VA","51","Virginia Beach city","810","PM2.5 Primary (Filt + Cond)","CAP","228.547699769","TON"
"Waste Disposal & Recycling","VA","51","Chesapeake city","550","PM2.5 Primary (Filt + Cond)","CAP","228.0112302","TON"
"Miscellaneous","VA","51","Page","139","PM2.5 Primary (Filt + Cond)","CAP","227.590496721728","TON"
"Miscellaneous","VA","51","Hanover","085","PM2.5 Primary (Filt + Cond)","CAP","225.92652378602","TON"
"Fuel Comb. Industrial","VA","51","Chesapeake city","550","PM2.5 Primary (Filt + Cond)","CAP","225.918314306","TON"
"Miscellaneous","VA","51","Fluvanna","065","PM2.5 Primary (Filt + Cond)","CAP","221.387831664476","TON"
"Waste Disposal & Recycling","VA","51","Rockingham","165","PM2.5 Primary (Filt + Cond)","CAP","219.19257406","TON"
"Miscellaneous","VA","51","Suffolk city","800","PM2.5 Primary (Filt + Cond)","CAP","218.908148593757","TON"
"Miscellaneous","VA","51","Dickenson","051","PM2.5 Primary (Filt + Cond)","CAP","217.62257209071","TON"
"Waste Disposal & Recycling","VA","51","Albemarle","003","PM2.5 Primary (Filt + Cond)","CAP","215.977508","TON"
"Miscellaneous","VA","51","Lunenburg","111","PM2.5 Primary (Filt + Cond)","CAP","215.213014680844","TON"
"Miscellaneous","VA","51","Floyd","063","PM2.5 Primary (Filt + Cond)","CAP","212.924718634743","TON"
"Fuel Comb. Industrial","VA","51","Campbell","031","PM2.5 Primary (Filt + Cond)","CAP","212.105417616","TON"
"Miscellaneous","VA","51","Accomack","001","PM2.5 Primary (Filt + Cond)","CAP","211.64849713639","TON"
"Waste Disposal & Recycling","VA","51","Hanover","085","PM2.5 Primary (Filt + Cond)","CAP","209.503794","TON"
"Other Industrial Processes","VA","51","Chesterfield","041","PM2.5 Primary (Filt + Cond)","CAP","208.468341108","TON"
"Miscellaneous","VA","51","Highland","091","PM2.5 Primary (Filt + Cond)","CAP","205.9230388755653","TON"
"Fuel Comb. Other","VA","51","Chesapeake city","550","PM2.5 Primary (Filt + Cond)","CAP","203.932074998","TON"
"Waste Disposal & Recycling","VA","51","Prince William","153","PM2.5 Primary (Filt + Cond)","CAP","203.0508915","TON"
"Miscellaneous","VA","51","Patrick","141","PM2.5 Primary (Filt + Cond)","CAP","202.863164431066","TON"
"Miscellaneous","VA","51","Prince George","149","PM2.5 Primary (Filt + Cond)","CAP","202.432810322919","TON"
"Other Industrial Processes","VA","51","Prince William","153","PM2.5 Primary (Filt + Cond)","CAP","201.5292202445","TON"
"Fuel Comb. Elec. Util.","VA","51","Chesterfield","041","PM2.5 Primary (Filt + Cond)","CAP","198.9446018","TON"
"Highway Vehicles","VA","51","Fairfax","059","PM2.5 Primary (Filt + Cond)","CAP","198.50483999577","TON"
"Miscellaneous","VA","51","Stafford","179","PM2.5 Primary (Filt + Cond)","CAP","197.86178031334","TON"
"Fuel Comb. Industrial","VA","51","Richmond city","760","PM2.5 Primary (Filt + Cond)","CAP","196.746712685","TON"
"Other Industrial Processes","VA","51","Henrico","087","PM2.5 Primary (Filt + Cond)","CAP","196.20138","TON"
"Other Industrial Processes","VA","51","Loudoun","107","PM2.5 Primary (Filt + Cond)","CAP","195.9876652551","TON"
"Fuel Comb. Other","VA","51","Augusta","015","PM2.5 Primary (Filt + Cond)","CAP","195.135683125","TON"
"Miscellaneous","VA","51","Goochland","075","PM2.5 Primary (Filt + Cond)","CAP","194.189046457511","TON"
"Waste Disposal & Recycling","VA","51","Spotsylvania","177","PM2.5 Primary (Filt + Cond)","CAP","193.36801","TON"
"Miscellaneous","VA","51","Isle of Wight","093","PM2.5 Primary (Filt + Cond)","CAP","192.165484596755","TON"
"Miscellaneous","VA","51","Henrico","087","PM2.5 Primary (Filt + Cond)","CAP","192.11154575515","TON"
"Fuel Comb. Other","VA","51","Rockingham","165","PM2.5 Primary (Filt + Cond)","CAP","190.232571981","TON"
"Off-Highway","VA","51","Loudoun","107","PM2.5 Primary (Filt + Cond)","CAP","189.467848936343","TON"
"Miscellaneous","VA","51","Wise","195","PM2.5 Primary (Filt + Cond)","CAP","187.108585509023","TON"
"Fuel Comb. Industrial","VA","51","Hanover","085","PM2.5 Primary (Filt + Cond)","CAP","183.296165874","TON"
"Fuel Comb. Industrial","VA","51","Norfolk city","710","PM2.5 Primary (Filt + Cond)","CAP","182.97417630023","TON"
"Miscellaneous","VA","51","Clarke","043","PM2.5 Primary (Filt + Cond)","CAP","182.246523564891","TON"
"Miscellaneous","VA","51","Chesapeake city","550","PM2.5 Primary (Filt + Cond)","CAP","181.70034322798","TON"
"Miscellaneous","VA","51","Botetourt","023","PM2.5 Primary (Filt + Cond)","CAP","181.611567667743","TON"
"Fuel Comb. Other","VA","51","Bedford","019","PM2.5 Primary (Filt + Cond)","CAP","177.1081386741","TON"
"Miscellaneous","VA","51","Buckingham","029","PM2.5 Primary (Filt + Cond)","CAP","176.716980878668","TON"
"Other Industrial Processes","VA","51","Hopewell city","670","PM2.5 Primary (Filt + Cond)","CAP","174.889118222","TON"
"Waste Disposal & Recycling","VA","51","Bedford","019","PM2.5 Primary (Filt + Cond)","CAP","173.82586","TON"
"Miscellaneous","VA","51","Essex","057","PM2.5 Primary (Filt + Cond)","CAP","173.074285353139","TON"
"Fuel Comb. Other","VA","51","Roanoke","161","PM2.5 Primary (Filt + Cond)","CAP","172.614730857","TON"
"Miscellaneous","VA","51","Spotsylvania","177","PM2.5 Primary (Filt + Cond)","CAP","171.33336460008","TON"
"Other Industrial Processes","VA","51","Isle of Wight","093","PM2.5 Primary (Filt + Cond)","CAP","170.9022592","TON"
"Miscellaneous","VA","51","Appomattox","011","PM2.5 Primary (Filt + Cond)","CAP","170.184475530356","TON"
"Fuel Comb. Other","VA","51","Spotsylvania","177","PM2.5 Primary (Filt + Cond)","CAP","168.874757242","TON"
"Fuel Comb. Industrial","VA","51","Rockingham","165","PM2.5 Primary (Filt + Cond)","CAP","168.509589594","TON"
"Miscellaneous","VA","51","Northampton","131","PM2.5 Primary (Filt + Cond)","CAP","164.986797566392","TON"
"Fuel Comb. Other","VA","51","Frederick","069","PM2.5 Primary (Filt + Cond)","CAP","164.097785381","TON"
"Miscellaneous","VA","51","Amherst","009","PM2.5 Primary (Filt + Cond)","CAP","163.495709205683","TON"
"Fuel Comb. Other","VA","51","Hanover","085","PM2.5 Primary (Filt + Cond)","CAP","163.021010427","TON"
"Other Industrial Processes","VA","51","Chesapeake city","550","PM2.5 Primary (Filt + Cond)","CAP","161.489476815","TON"
"Fuel Comb. Industrial","VA","51","Hopewell city","670","PM2.5 Primary (Filt + Cond)","CAP","159.8710921519","TON"
"Miscellaneous","VA","51","King and Queen","097","PM2.5 Primary (Filt + Cond)","CAP","154.3024872384531","TON"
"Fuel Comb. Elec. Util.","VA","51","Brunswick","025","PM2.5 Primary (Filt + Cond)","CAP","154.1817413","TON"
"Miscellaneous","VA","51","Henry","089","PM2.5 Primary (Filt + Cond)","CAP","153.92065633184","TON"
"Fuel Comb. Other","VA","51","Pittsylvania","143","PM2.5 Primary (Filt + Cond)","CAP","153.4187550931","TON"
"Fuel Comb. Other","VA","51","Albemarle","003","PM2.5 Primary (Filt + Cond)","CAP","152.399557586","TON"
"Off-Highway","VA","51","Virginia Beach city","810","PM2.5 Primary (Filt + Cond)","CAP","152.1378731383002","TON"
"Other Industrial Processes","VA","51","Norfolk city","710","PM2.5 Primary (Filt + Cond)","CAP","151.55962272157","TON"
"Miscellaneous","VA","51","Nelson","125","PM2.5 Primary (Filt + Cond)","CAP","151.178080899597","TON"
"Miscellaneous","VA","51","Greensville","081","PM2.5 Primary (Filt + Cond)","CAP","147.857188402497","TON"
"Fuel Comb. Industrial","VA","51","Lynchburg city","680","PM2.5 Primary (Filt + Cond)","CAP","146.937321619","TON"
"Waste Disposal & Recycling","VA","51","Henrico","087","PM2.5 Primary (Filt + Cond)","CAP","144.5697928","TON"
"Off-Highway","VA","51","Norfolk city","710","PM2.5 Primary (Filt + Cond)","CAP","144.320754458204","TON"
"Waste Disposal & Recycling","VA","51","Fauquier","061","PM2.5 Primary (Filt + Cond)","CAP","143.817444","TON"
"Miscellaneous","VA","51","Richmond","159","PM2.5 Primary (Filt + Cond)","CAP","141.9350724784071","TON"
"Other Industrial Processes","VA","51","Halifax","083","PM2.5 Primary (Filt + Cond)","CAP","141.4179072203529","TON"
"Fuel Comb. Other","VA","51","Franklin","067","PM2.5 Primary (Filt + Cond)","CAP","139.950467558","TON"
"Miscellaneous","VA","51","Powhatan","145","PM2.5 Primary (Filt + Cond)","CAP","139.030990341298","TON"
"Fuel Comb. Other","VA","51","Montgomery","121","PM2.5 Primary (Filt + Cond)","CAP","136.361159735","TON"
"Miscellaneous","VA","51","Northumberland","133","PM2.5 Primary (Filt + Cond)","CAP","134.188535685691","TON"
"Chemical & Allied Product Mfg","VA","51","Hopewell city","670","PM2.5 Primary (Filt + Cond)","CAP","134.1235625","TON"
"Miscellaneous","VA","51","Richmond city","760","PM2.5 Primary (Filt + Cond)","CAP","134.04567268752","TON"
"Fuel Comb. Other","VA","51","Fauquier","061","PM2.5 Primary (Filt + Cond)","CAP","133.944298809","TON"
"Fuel Comb. Industrial","VA","51","Roanoke city","770","PM2.5 Primary (Filt + Cond)","CAP","133.589381123","TON"
"Waste Disposal & Recycling","VA","51","Augusta","015","PM2.5 Primary (Filt + Cond)","CAP","133.359374","TON"
"Miscellaneous","VA","51","Craig","045","PM2.5 Primary (Filt + Cond)","CAP","133.0742659443934","TON"
"Fuel Comb. Other","VA","51","Washington","191","PM2.5 Primary (Filt + Cond)","CAP","132.660833335","TON"
"Fuel Comb. Other","VA","51","Stafford","179","PM2.5 Primary (Filt + Cond)","CAP","130.833690005","TON"
"Fuel Comb. Industrial","VA","51","Frederick","069","PM2.5 Primary (Filt + Cond)","CAP","130.389787915","TON"
"Waste Disposal & Recycling","VA","51","Pittsylvania","143","PM2.5 Primary (Filt + Cond)","CAP","128.520536","TON"
"Other Industrial Processes","VA","51","Richmond city","760","PM2.5 Primary (Filt + Cond)","CAP","127.329254208","TON"
"Fuel Comb. Industrial","VA","51","Greensville","081","PM2.5 Primary (Filt + Cond)","CAP","126.0084006236","TON"
"Off-Highway","VA","51","Newport News city","700","PM2.5 Primary (Filt + Cond)","CAP","125.964936572592","TON"
"Other Industrial Processes","VA","51","Sussex","183","PM2.5 Primary (Filt + Cond)","CAP","125.81903336","TON"
"Miscellaneous","VA","51","Rappahannock","157","PM2.5 Primary (Filt + Cond)","CAP","123.8565805853234","TON"
"Other Industrial Processes","VA","51","Arlington","013","PM2.5 Primary (Filt + Cond)","CAP","123.767362","TON"
"Fuel Comb. Industrial","VA","51","Augusta","015","PM2.5 Primary (Filt + Cond)","CAP","122.722227333","TON"
"Other Industrial Processes","VA","51","Bedford","019","PM2.5 Primary (Filt + Cond)","CAP","122.41610327","TON"
"Miscellaneous","VA","51","King George","099","PM2.5 Primary (Filt + Cond)","CAP","122.382481421362","TON"
"Miscellaneous","VA","51","Westmoreland","193","PM2.5 Primary (Filt + Cond)","CAP","119.5589083777","TON"
"Fuel Comb. Other","VA","51","Campbell","031","PM2.5 Primary (Filt + Cond)","CAP","118.6638002103","TON"
"Miscellaneous","VA","51","Arlington","013","PM2.5 Primary (Filt + Cond)","CAP","118.21884310005","TON"
"Fuel Comb. Elec. Util.","VA","51","Prince William","153","PM2.5 Primary (Filt + Cond)","CAP","114.90001092","TON"
"Fuel Comb. Industrial","VA","51","Montgomery","121","PM2.5 Primary (Filt + Cond)","CAP","114.331589158","TON"
"Miscellaneous","VA","51","Surry","181","PM2.5 Primary (Filt + Cond)","CAP","113.1180199516141","TON"
"Fuel Comb. Other","VA","51","Shenandoah","171","PM2.5 Primary (Filt + Cond)","CAP","112.713365342","TON"
"Waste Disposal & Recycling","VA","51","Franklin","067","PM2.5 Primary (Filt + Cond)","CAP","112.320674","TON"
"Miscellaneous","VA","51","Warren","187","PM2.5 Primary (Filt + Cond)","CAP","112.231964229061","TON"
"Fuel Comb. Industrial","VA","51","Wise","195","PM2.5 Primary (Filt + Cond)","CAP","110.7698487267","TON"
"Waste Disposal & Recycling","VA","51","Suffolk city","800","PM2.5 Primary (Filt + Cond)","CAP","110.70252","TON"
"Fuel Comb. Other","VA","51","Henry","089","PM2.5 Primary (Filt + Cond)","CAP","108.279095734","TON"
"Waste Disposal & Recycling","VA","51","Louisa","109","PM2.5 Primary (Filt + Cond)","CAP","107.59654","TON"
"Miscellaneous","VA","51","New Kent","127","PM2.5 Primary (Filt + Cond)","CAP","106.206273615323","TON"
"Miscellaneous","VA","51","Roanoke city","770","PM2.5 Primary (Filt + Cond)","CAP","105.68429089993","TON"
"Miscellaneous","VA","51","Gloucester","073","PM2.5 Primary (Filt + Cond)","CAP","105.244367402317","TON"
"Waste Disposal & Recycling","VA","51","Montgomery","121","PM2.5 Primary (Filt + Cond)","CAP","103.403122","TON"
"Miscellaneous","VA","51","Bath","017","PM2.5 Primary (Filt + Cond)","CAP","102.6738258817827","TON"
"Fuel Comb. Other","VA","51","Louisa","109","PM2.5 Primary (Filt + Cond)","CAP","101.8057136016","TON"
"Waste Disposal & Recycling","VA","51","Powhatan","145","PM2.5 Primary (Filt + Cond)","CAP","101.072356","TON"
"Other Industrial Processes","VA","51","Botetourt","023","PM2.5 Primary (Filt + Cond)","CAP","101.0597764264","TON"
"Miscellaneous","VA","51","King William","101","PM2.5 Primary (Filt + Cond)","CAP","100.147763890752","TON"
"Fuel Comb. Other","VA","51","Tazewell","185","PM2.5 Primary (Filt + Cond)","CAP","98.3156154784","TON"
"Other Industrial Processes","VA","51","Newport News city","700","PM2.5 Primary (Filt + Cond)","CAP","97.88950945681","TON"
"Fuel Comb. Other","VA","51","Suffolk city","800","PM2.5 Primary (Filt + Cond)","CAP","97.728206675","TON"
"Fuel Comb. Other","VA","51","Carroll","035","PM2.5 Primary (Filt + Cond)","CAP","97.7120476175","TON"
"Waste Disposal & Recycling","VA","51","Culpeper","047","PM2.5 Primary (Filt + Cond)","CAP","97.509336","TON"
"Miscellaneous","VA","51","Charles city","036","PM2.5 Primary (Filt + Cond)","CAP","94.6841426717543","TON"
"Fuel Comb. Industrial","VA","51","Danville city","590","PM2.5 Primary (Filt + Cond)","CAP","94.650215177","TON"
"Other Industrial Processes","VA","51","Greensville","081","PM2.5 Primary (Filt + Cond)","CAP","93.833475293","TON"
"Fuel Comb. Industrial","VA","51","Pulaski","155","PM2.5 Primary (Filt + Cond)","CAP","93.548221064","TON"
"Fuel Comb. Elec. Util.","VA","51","Wise","195","PM2.5 Primary (Filt + Cond)","CAP","93.4673824","TON"
"Fuel Comb. Industrial","VA","51","Albemarle","003","PM2.5 Primary (Filt + Cond)","CAP","93.124772852","TON"
"Fuel Comb. Industrial","VA","51","Manassas city","683","PM2.5 Primary (Filt + Cond)","CAP","93.114741702","TON"
"Off-Highway","VA","51","Chesapeake city","550","PM2.5 Primary (Filt + Cond)","CAP","92.574899171429","TON"
"Miscellaneous","VA","51","Lancaster","103","PM2.5 Primary (Filt + Cond)","CAP","92.11448153436","TON"
"Fuel Comb. Other","VA","51","Warren","187","PM2.5 Primary (Filt + Cond)","CAP","90.8083040263","TON"
"Off-Highway","VA","51","Frederick","069","PM2.5 Primary (Filt + Cond)","CAP","90.4735814192825","TON"
"Fuel Comb. Other","VA","51","Wise","195","PM2.5 Primary (Filt + Cond)","CAP","90.1953805092","TON"
"Miscellaneous","VA","51","Danville city","590","PM2.5 Primary (Filt + Cond)","CAP","90.096496816885","TON"
"Other Industrial Processes","VA","51","Alexandria city","510","PM2.5 Primary (Filt + Cond)","CAP","90.0140538","TON"
"Off-Highway","VA","51","Prince William","153","PM2.5 Primary (Filt + Cond)","CAP","89.641911481799","TON"
"Fuel Comb. Other","VA","51","Botetourt","023","PM2.5 Primary (Filt + Cond)","CAP","89.219023626","TON"
"Waste Disposal & Recycling","VA","51","Campbell","031","PM2.5 Primary (Filt + Cond)","CAP","88.358974","TON"
"Highway Vehicles","VA","51","Prince William","153","PM2.5 Primary (Filt + Cond)","CAP","85.83866734984","TON"
"Fuel Comb. Other","VA","51","Smyth","173","PM2.5 Primary (Filt + Cond)","CAP","85.0052232236","TON"
"Highway Vehicles","VA","51","Henrico","087","PM2.5 Primary (Filt + Cond)","CAP","84.527225928562","TON"
"Waste Disposal & Recycling","VA","51","James city","095","PM2.5 Primary (Filt + Cond)","CAP","84.2002596","TON"
"Storage & Transport","VA","51","Giles","071","PM2.5 Primary (Filt + Cond)","CAP","83.10777784","TON"
"Other Industrial Processes","VA","51","James city","095","PM2.5 Primary (Filt + Cond)","CAP","82.0443215537","TON"
"Fuel Comb. Other","VA","51","Halifax","083","PM2.5 Primary (Filt + Cond)","CAP","81.8744924095","TON"
"Other Industrial Processes","VA","51","Roanoke city","770","PM2.5 Primary (Filt + Cond)","CAP","81.7865844","TON"
"Fuel Comb. Other","VA","51","Russell","167","PM2.5 Primary (Filt + Cond)","CAP","81.5455184938","TON"
"Fuel Comb. Industrial","VA","51","Washington","191","PM2.5 Primary (Filt + Cond)","CAP","81.422967665","TON"
"Fuel Comb. Other","VA","51","Richmond city","760","PM2.5 Primary (Filt + Cond)","CAP","81.351681411509","TON"
"Fuel Comb. Other","VA","51","Powhatan","145","PM2.5 Primary (Filt + Cond)","CAP","80.928064529","TON"
"Waste Disposal & Recycling","VA","51","Goochland","075","PM2.5 Primary (Filt + Cond)","CAP","80.624768","TON"
"Miscellaneous","VA","51","Norfolk city","710","PM2.5 Primary (Filt + Cond)","CAP","80.51484101519","TON"
"Other Industrial Processes","VA","51","Hanover","085","PM2.5 Primary (Filt + Cond)","CAP","80.11016102","TON"
"Fuel Comb. Industrial","VA","51","Pittsylvania","143","PM2.5 Primary (Filt + Cond)","CAP","80.0118180389","TON"
"Fuel Comb. Other","VA","51","Orange","137","PM2.5 Primary (Filt + Cond)","CAP","79.9833628862","TON"
"Fuel Comb. Other","VA","51","Amherst","009","PM2.5 Primary (Filt + Cond)","CAP","79.6343602314","TON"
"Miscellaneous","VA","51","Lynchburg city","680","PM2.5 Primary (Filt + Cond)","CAP","79.315675963797","TON"
"Fuel Comb. Other","VA","51","Culpeper","047","PM2.5 Primary (Filt + Cond)","CAP","79.0973528205","TON"
"Waste Disposal & Recycling","VA","51","Washington","191","PM2.5 Primary (Filt + Cond)","CAP","78.965626","TON"
"Fuel Comb. Industrial","VA","51","Isle of Wight","093","PM2.5 Primary (Filt + Cond)","CAP","77.872294664","TON"
"Fuel Comb. Other","VA","51","Rockbridge","163","PM2.5 Primary (Filt + Cond)","CAP","76.7109892125","TON"
"Highway Vehicles","VA","51","Chesterfield","041","PM2.5 Primary (Filt + Cond)","CAP","76.30349839634","TON"
"Fuel Comb. Industrial","VA","51","Roanoke","161","PM2.5 Primary (Filt + Cond)","CAP","76.1978889359","TON"
"Waste Disposal & Recycling","VA","51","New Kent","127","PM2.5 Primary (Filt + Cond)","CAP","75.809408","TON"
"Fuel Comb. Industrial","VA","51","Shenandoah","171","PM2.5 Primary (Filt + Cond)","CAP","75.6992965178","TON"
"Fuel Comb. Other","VA","51","Wythe","197","PM2.5 Primary (Filt + Cond)","CAP","75.5752559209","TON"
"Fuel Comb. Industrial","VA","51","James city","095","PM2.5 Primary (Filt + Cond)","CAP","74.5327255405","TON"
"Highway Vehicles","VA","51","Virginia Beach city","810","PM2.5 Primary (Filt + Cond)","CAP","73.8825250333637","TON"
"Fuel Comb. Other","VA","51","Caroline","033","PM2.5 Primary (Filt + Cond)","CAP","72.9081446524","TON"
