"TIER","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Highway Vehicles","VA","51","Dinwiddie","053","PM2.5 Primary (Filt + Cond)","CAP","28.191266594","TON"
"Waste Disposal & Recycling","VA","51","Westmoreland","193","PM2.5 Primary (Filt + Cond)","CAP","28.053675","TON"
"Fuel Comb. Other","VA","51","Southampton","175","PM2.5 Primary (Filt + Cond)","CAP","27.9906424375","TON"
"Fuel Comb. Other","VA","51","Greene","079","PM2.5 Primary (Filt + Cond)","CAP","27.9636711405","TON"
"Waste Disposal & Recycling","VA","51","King William","101","PM2.5 Primary (Filt + Cond)","CAP","27.884253","TON"
"Highway Vehicles","VA","51","Warren","187","PM2.5 Primary (Filt + Cond)","CAP","27.847732304","TON"
"Waste Disposal & Recycling","VA","51","Clarke","043","PM2.5 Primary (Filt + Cond)","CAP","27.603489","TON"
"Fuel Comb. Other","VA","51","Clarke","043","PM2.5 Primary (Filt + Cond)","CAP","27.3081650575","TON"
"Miscellaneous","VA","51","Hopewell city","670","PM2.5 Primary (Filt + Cond)","CAP","27.2486275","TON"
"Fuel Comb. Other","VA","51","Lynchburg city","680","PM2.5 Primary (Filt + Cond)","CAP","27.23425145","TON"
"Fuel Comb. Other","VA","51","Lunenburg","111","PM2.5 Primary (Filt + Cond)","CAP","27.114743712","TON"
"Off-Highway","VA","51","Northumberland","133","PM2.5 Primary (Filt + Cond)","CAP","26.938333383148000007396641504","TON"
"Fuel Comb. Other","VA","51","Northumberland","133","PM2.5 Primary (Filt + Cond)","CAP","26.908472052","TON"
"Fuel Comb. Other","VA","51","Portsmouth city","740","PM2.5 Primary (Filt + Cond)","CAP","26.903500655","TON"
"Off-Highway","VA","51","Franklin","067","PM2.5 Primary (Filt + Cond)","CAP","26.8839669769380000026479","TON"
"Other Industrial Processes","VA","51","Smyth","173","PM2.5 Primary (Filt + Cond)","CAP","26.81717041","TON"
"Highway Vehicles","VA","51","Pittsylvania","143","PM2.5 Primary (Filt + Cond)","CAP","26.726406073","TON"
"Fuel Comb. Other","VA","51","Rappahannock","157","PM2.5 Primary (Filt + Cond)","CAP","26.692670666","TON"
"Fuel Comb. Other","VA","51","Northampton","131","PM2.5 Primary (Filt + Cond)","CAP","26.6335762925","TON"
"Miscellaneous","VA","51","Charlottesville city","540","PM2.5 Primary (Filt + Cond)","CAP","26.22829647","TON"
"Waste Disposal & Recycling","VA","51","Northumberland","133","PM2.5 Primary (Filt + Cond)","CAP","26.042813","TON"
"Waste Disposal & Recycling","VA","51","Greene","079","PM2.5 Primary (Filt + Cond)","CAP","25.996915","TON"
"Fuel Comb. Other","VA","51","York","199","PM2.5 Primary (Filt + Cond)","CAP","25.971309295","TON"
"Other Industrial Processes","VA","51","Winchester city","840","PM2.5 Primary (Filt + Cond)","CAP","25.9622858","TON"
"Waste Disposal & Recycling","VA","51","Grayson","077","PM2.5 Primary (Filt + Cond)","CAP","25.911408","TON"
"Waste Disposal & Recycling","VA","51","Amelia","007","PM2.5 Primary (Filt + Cond)","CAP","25.888102","TON"
"Fuel Comb. Industrial","VA","51","Stafford","179","PM2.5 Primary (Filt + Cond)","CAP","25.804201415","TON"
"Fuel Comb. Other","VA","51","Westmoreland","193","PM2.5 Primary (Filt + Cond)","CAP","25.644291047","TON"
"Highway Vehicles","VA","51","Culpeper","047","PM2.5 Primary (Filt + Cond)","CAP","25.564985181","TON"
"Highway Vehicles","VA","51","Franklin","067","PM2.5 Primary (Filt + Cond)","CAP","25.508320702","TON"
"Other Industrial Processes","VA","51","Buckingham","029","PM2.5 Primary (Filt + Cond)","CAP","25.26687989","TON"
"Waste Disposal & Recycling","VA","51","Madison","113","PM2.5 Primary (Filt + Cond)","CAP","25.236215","TON"
"Fuel Comb. Industrial","VA","51","Wise","195","PM2.5 Primary (Filt + Cond)","CAP","25.119292724","TON"
"Highway Vehicles","VA","51","Henry","089","PM2.5 Primary (Filt + Cond)","CAP","25.11356811286","TON"
"Fuel Comb. Industrial","VA","51","Emporia city","595","PM2.5 Primary (Filt + Cond)","CAP","25.04909224","TON"
"Fuel Comb. Other","VA","51","King William","101","PM2.5 Primary (Filt + Cond)","CAP","24.7807433","TON"
"Highway Vehicles","VA","51","Sussex","183","PM2.5 Primary (Filt + Cond)","CAP","24.764278526","TON"
"Other Industrial Processes","VA","51","Goochland","075","PM2.5 Primary (Filt + Cond)","CAP","24.678969217","TON"
"Other Industrial Processes","VA","51","Culpeper","047","PM2.5 Primary (Filt + Cond)","CAP","24.669532","TON"
"Waste Disposal & Recycling","VA","51","Dickenson","051","PM2.5 Primary (Filt + Cond)","CAP","24.525487","TON"
"Fuel Comb. Industrial","VA","51","Scott","169","PM2.5 Primary (Filt + Cond)","CAP","24.228153985","TON"
"Fuel Comb. Other","VA","51","Charlotte","037","PM2.5 Primary (Filt + Cond)","CAP","24.1326552245","TON"
"Fuel Comb. Elec. Util.","VA","51","Montgomery","121","PM2.5 Primary (Filt + Cond)","CAP","23.8395","TON"
"Off-Highway","VA","51","Isle of Wight","093","PM2.5 Primary (Filt + Cond)","CAP","23.7886728145260000061539049","TON"
"Off-Highway","VA","51","Washington","191","PM2.5 Primary (Filt + Cond)","CAP","23.7652502752780000026479","TON"
"Other Industrial Processes","VA","51","Harrisonburg city","660","PM2.5 Primary (Filt + Cond)","CAP","23.730901","TON"
"Fuel Comb. Industrial","VA","51","Carroll","035","PM2.5 Primary (Filt + Cond)","CAP","23.6994361","TON"
"Waste Disposal & Recycling","VA","51","Brunswick","025","PM2.5 Primary (Filt + Cond)","CAP","23.677241","TON"
"Fuel Comb. Other","VA","51","Nottoway","135","PM2.5 Primary (Filt + Cond)","CAP","23.63806589","TON"
"Off-Highway","VA","51","Rockbridge","163","PM2.5 Primary (Filt + Cond)","CAP","23.520426851027000002993239","TON"
"Fuel Comb. Elec. Util.","VA","51","Chesapeake city","550","PM2.5 Primary (Filt + Cond)","CAP","23.1170305","TON"
"Miscellaneous","VA","51","Manassas city","683","PM2.5 Primary (Filt + Cond)","CAP","22.89882841","TON"
"Petroleum & Related Industries","VA","51","Tazewell","185","PM2.5 Primary (Filt + Cond)","CAP","22.737508","TON"
"Other Industrial Processes","VA","51","Washington","191","PM2.5 Primary (Filt + Cond)","CAP","22.6941739","TON"
"Fuel Comb. Industrial","VA","51","Grayson","077","PM2.5 Primary (Filt + Cond)","CAP","22.68633959","TON"
"Fuel Comb. Industrial","VA","51","Gloucester","073","PM2.5 Primary (Filt + Cond)","CAP","22.31339592","TON"
"Off-Highway","VA","51","Caroline","033","PM2.5 Primary (Filt + Cond)","CAP","22.2366767628440000061539049","TON"
"Waste Disposal & Recycling","VA","51","Lancaster","103","PM2.5 Primary (Filt + Cond)","CAP","22.197414","TON"
"Fuel Comb. Other","VA","51","Lancaster","103","PM2.5 Primary (Filt + Cond)","CAP","22.043212645","TON"
"Other Industrial Processes","VA","51","Shenandoah","171","PM2.5 Primary (Filt + Cond)","CAP","22.03606196","TON"
"Waste Disposal & Recycling","VA","51","Giles","071","PM2.5 Primary (Filt + Cond)","CAP","21.998280765","TON"
"Waste Disposal & Recycling","VA","51","Middlesex","119","PM2.5 Primary (Filt + Cond)","CAP","21.949386","TON"
"Fuel Comb. Other","VA","51","Cumberland","049","PM2.5 Primary (Filt + Cond)","CAP","21.7981617485","TON"
"Other Industrial Processes","VA","51","Wythe","197","PM2.5 Primary (Filt + Cond)","CAP","21.63615","TON"
"Miscellaneous","VA","51","Fredericksburg city","630","PM2.5 Primary (Filt + Cond)","CAP","21.49903039","TON"
"Miscellaneous","VA","51","Fairfax city","600","PM2.5 Primary (Filt + Cond)","CAP","21.45456371","TON"
"Off-Highway","VA","51","Pulaski","155","PM2.5 Primary (Filt + Cond)","CAP","21.2354963579370000026479","TON"
"Off-Highway","VA","51","Wythe","197","PM2.5 Primary (Filt + Cond)","CAP","21.1806672567790000026479","TON"
"Highway Vehicles","VA","51","Brunswick","025","PM2.5 Primary (Filt + Cond)","CAP","21.012832961","TON"
"Petroleum & Related Industries","VA","51","Russell","167","PM2.5 Primary (Filt + Cond)","CAP","20.9751761","TON"
"Highway Vehicles","VA","51","Bland","021","PM2.5 Primary (Filt + Cond)","CAP","20.815425517","TON"
"Waste Disposal & Recycling","VA","51","Northampton","131","PM2.5 Primary (Filt + Cond)","CAP","20.23919","TON"
"Off-Highway","VA","51","Shenandoah","171","PM2.5 Primary (Filt + Cond)","CAP","20.174193867151000002993239","TON"
"Highway Vehicles","VA","51","Gloucester","073","PM2.5 Primary (Filt + Cond)","CAP","20.12626199085","TON"
"Highway Vehicles","VA","51","Greensville","081","PM2.5 Primary (Filt + Cond)","CAP","20.0879279191","TON"
"Waste Disposal & Recycling","VA","51","Charlotte","037","PM2.5 Primary (Filt + Cond)","CAP","20.069102","TON"
"Off-Highway","VA","51","Warren","187","PM2.5 Primary (Filt + Cond)","CAP","20.0282379426970000026479","TON"
"Highway Vehicles","VA","51","Isle of Wight","093","PM2.5 Primary (Filt + Cond)","CAP","20.0128174845","TON"
"Fuel Comb. Industrial","VA","51","Southampton","175","PM2.5 Primary (Filt + Cond)","CAP","19.9701163075","TON"
"Off-Highway","VA","51","Louisa","109","PM2.5 Primary (Filt + Cond)","CAP","19.941430083933000002993239","TON"
"Petroleum & Related Industries","VA","51","Wise","195","PM2.5 Primary (Filt + Cond)","CAP","19.85575363","TON"
"Off-Highway","VA","51","Page","139","PM2.5 Primary (Filt + Cond)","CAP","19.821248674102000002993239","TON"
"Miscellaneous","VA","51","Covington city","580","PM2.5 Primary (Filt + Cond)","CAP","19.80452666","TON"
"Off-Highway","VA","51","Portsmouth city","740","PM2.5 Primary (Filt + Cond)","CAP","19.70042710316000020310509075381","TON"
"Fuel Comb. Industrial","VA","51","Essex","057","PM2.5 Primary (Filt + Cond)","CAP","19.623976252","TON"
"Off-Highway","VA","51","Roanoke city","770","PM2.5 Primary (Filt + Cond)","CAP","19.60394151370000023692142646381","TON"
"Off-Highway","VA","51","Gloucester","073","PM2.5 Primary (Filt + Cond)","CAP","19.545815198713000007396641504","TON"
"Fuel Comb. Other","VA","51","Danville city","590","PM2.5 Primary (Filt + Cond)","CAP","19.524727985","TON"
"Off-Highway","VA","51","Alexandria city","510","PM2.5 Primary (Filt + Cond)","CAP","19.45893251149000023726676546381","TON"
"Fuel Comb. Elec. Util.","VA","51","Buckingham","029","PM2.5 Primary (Filt + Cond)","CAP","19.390733","TON"
"Off-Highway","VA","51","Prince George","149","PM2.5 Primary (Filt + Cond)","CAP","19.2530722438550000061539049","TON"
"Off-Highway","VA","51","Halifax","083","PM2.5 Primary (Filt + Cond)","CAP","19.2417693913160000061539049","TON"
"Other Industrial Processes","VA","51","Fredericksburg city","630","PM2.5 Primary (Filt + Cond)","CAP","19.196492","TON"
"Highway Vehicles","VA","51","Tazewell","185","PM2.5 Primary (Filt + Cond)","CAP","19.142535066","TON"
"Other Industrial Processes","VA","51","Waynesboro city","820","PM2.5 Primary (Filt + Cond)","CAP","19.126694","TON"
"Fuel Comb. Industrial","VA","51","Nottoway","135","PM2.5 Primary (Filt + Cond)","CAP","19.0883668905","TON"
"Other Industrial Processes","VA","51","Petersburg city","730","PM2.5 Primary (Filt + Cond)","CAP","19.06646","TON"
"Off-Highway","VA","51","Southampton","175","PM2.5 Primary (Filt + Cond)","CAP","18.9437143456800000061539049","TON"
"Highway Vehicles","VA","51","Wise","195","PM2.5 Primary (Filt + Cond)","CAP","18.931960378","TON"
"Off-Highway","VA","51","Nelson","125","PM2.5 Primary (Filt + Cond)","CAP","18.496074061208000002993239","TON"
"Highway Vehicles","VA","51","Alleghany","005","PM2.5 Primary (Filt + Cond)","CAP","18.472258999","TON"
"Waste Disposal & Recycling","VA","51","Alleghany","005","PM2.5 Primary (Filt + Cond)","CAP","18.215279","TON"
"Other Industrial Processes","VA","51","Powhatan","145","PM2.5 Primary (Filt + Cond)","CAP","18.0393","TON"
"Other Industrial Processes","VA","51","King George","099","PM2.5 Primary (Filt + Cond)","CAP","18.0028526","TON"
"Other Industrial Processes","VA","51","Roanoke","161","PM2.5 Primary (Filt + Cond)","CAP","17.96300415","TON"
"Highway Vehicles","VA","51","Fredericksburg city","630","PM2.5 Primary (Filt + Cond)","CAP","17.9276078556","TON"
"Fuel Comb. Industrial","VA","51","Norton city","720","PM2.5 Primary (Filt + Cond)","CAP","17.837558836","TON"
"Waste Disposal & Recycling","VA","51","Mathews","115","PM2.5 Primary (Filt + Cond)","CAP","17.813198","TON"
"Fuel Comb. Industrial","VA","51","Clarke","043","PM2.5 Primary (Filt + Cond)","CAP","17.807941286","TON"
"Fuel Comb. Industrial","VA","51","Bland","021","PM2.5 Primary (Filt + Cond)","CAP","17.800085136","TON"
"Waste Disposal & Recycling","VA","51","King and Queen","097","PM2.5 Primary (Filt + Cond)","CAP","17.73703","TON"
"Fuel Comb. Other","VA","51","Bath","017","PM2.5 Primary (Filt + Cond)","CAP","17.548411635","TON"
"Highway Vehicles","VA","51","Accomack","001","PM2.5 Primary (Filt + Cond)","CAP","17.535616589","TON"
"Other Industrial Processes","VA","51","Prince George","149","PM2.5 Primary (Filt + Cond)","CAP","17.4906639","TON"
"Other Industrial Processes","VA","51","Colonial Heights city","570","PM2.5 Primary (Filt + Cond)","CAP","17.48664","TON"
"Off-Highway","VA","51","Giles","071","PM2.5 Primary (Filt + Cond)","CAP","17.441100952606000116459539838","TON"
"Off-Highway","VA","51","Henry","089","PM2.5 Primary (Filt + Cond)","CAP","17.43581662609300002194787681","TON"
"Fuel Comb. Industrial","VA","51","Amherst","009","PM2.5 Primary (Filt + Cond)","CAP","17.36616003","TON"
"Off-Highway","VA","51","Sussex","183","PM2.5 Primary (Filt + Cond)","CAP","17.283374771824000117523797938","TON"
"Highway Vehicles","VA","51","Petersburg city","730","PM2.5 Primary (Filt + Cond)","CAP","17.2351404481","TON"
"Highway Vehicles","VA","51","Halifax","083","PM2.5 Primary (Filt + Cond)","CAP","17.217866152","TON"
"Waste Disposal & Recycling","VA","51","Greensville","081","PM2.5 Primary (Filt + Cond)","CAP","17.216861","TON"
"Off-Highway","VA","51","Amherst","009","PM2.5 Primary (Filt + Cond)","CAP","17.20697432615000001844187191","TON"
"Fuel Comb. Other","VA","51","Middlesex","119","PM2.5 Primary (Filt + Cond)","CAP","17.1797418875","TON"
"Fuel Comb. Other","VA","51","Mathews","115","PM2.5 Primary (Filt + Cond)","CAP","17.1354662525","TON"
"Fuel Comb. Elec. Util.","VA","51","King and Queen","097","PM2.5 Primary (Filt + Cond)","CAP","17.1353","TON"
"Fuel Comb. Elec. Util.","VA","51","Fauquier","061","PM2.5 Primary (Filt + Cond)","CAP","17.1209","TON"
"Highway Vehicles","VA","51","Powhatan","145","PM2.5 Primary (Filt + Cond)","CAP","17.109687658","TON"
"Other Industrial Processes","VA","51","York","199","PM2.5 Primary (Filt + Cond)","CAP","17.0453336","TON"
"Other Industrial Processes","VA","51","Augusta","015","PM2.5 Primary (Filt + Cond)","CAP","17.0442243","TON"
"Off-Highway","VA","51","Nottoway","135","PM2.5 Primary (Filt + Cond)","CAP","17.0327088548490000061539049","TON"
"Highway Vehicles","VA","51","Harrisonburg city","660","PM2.5 Primary (Filt + Cond)","CAP","16.98599384327","TON"
"Fuel Comb. Other","VA","51","Craig","045","PM2.5 Primary (Filt + Cond)","CAP","16.636735857","TON"
"Off-Highway","VA","51","Orange","137","PM2.5 Primary (Filt + Cond)","CAP","16.55664241819700001844187191","TON"
"Off-Highway","VA","51","Lynchburg city","680","PM2.5 Primary (Filt + Cond)","CAP","16.55364683680000021539305776381","TON"
"Off-Highway","VA","51","Wise","195","PM2.5 Primary (Filt + Cond)","CAP","16.47574424284910001579397191","TON"
"Fuel Comb. Industrial","VA","51","Charlottesville city","540","PM2.5 Primary (Filt + Cond)","CAP","16.437593706","TON"
"Waste Disposal & Recycling","VA","51","Essex","057","PM2.5 Primary (Filt + Cond)","CAP","16.42708","TON"
"Other Industrial Processes","VA","51","Greene","079","PM2.5 Primary (Filt + Cond)","CAP","16.407467","TON"
"Other Industrial Processes","VA","51","Franklin","067","PM2.5 Primary (Filt + Cond)","CAP","16.3585","TON"
"Waste Disposal & Recycling","VA","51","Cumberland","049","PM2.5 Primary (Filt + Cond)","CAP","16.345016","TON"
"Other Industrial Processes","VA","51","Rockbridge","163","PM2.5 Primary (Filt + Cond)","CAP","16.24844056","TON"
"Off-Highway","VA","51","Fluvanna","065","PM2.5 Primary (Filt + Cond)","CAP","16.0962119848450000026479","TON"
"Fuel Comb. Other","VA","51","Bland","021","PM2.5 Primary (Filt + Cond)","CAP","16.05767028","TON"
"Miscellaneous","VA","51","Salem city","775","PM2.5 Primary (Filt + Cond)","CAP","16.02192926","TON"
"Other Industrial Processes","VA","51","Staunton city","790","PM2.5 Primary (Filt + Cond)","CAP","15.9720864","TON"
"Waste Disposal & Recycling","VA","51","Rappahannock","157","PM2.5 Primary (Filt + Cond)","CAP","15.719798","TON"
"Waste Disposal & Recycling","VA","51","Richmond","159","PM2.5 Primary (Filt + Cond)","CAP","15.713888","TON"
"Off-Highway","VA","51","New Kent","127","PM2.5 Primary (Filt + Cond)","CAP","15.7012022018730000061539049","TON"
"Miscellaneous","VA","51","Petersburg city","730","PM2.5 Primary (Filt + Cond)","CAP","15.70119215","TON"
"Other Industrial Processes","VA","51","Carroll","035","PM2.5 Primary (Filt + Cond)","CAP","15.6245634","TON"
"Highway Vehicles","VA","51","King George","099","PM2.5 Primary (Filt + Cond)","CAP","15.459102221","TON"
"Waste Disposal & Recycling","VA","51","Nottoway","135","PM2.5 Primary (Filt + Cond)","CAP","15.3781","TON"
"Highway Vehicles","VA","51","Danville city","590","PM2.5 Primary (Filt + Cond)","CAP","15.327952603","TON"
"Highway Vehicles","VA","51","Orange","137","PM2.5 Primary (Filt + Cond)","CAP","15.16657785023","TON"
"Waste Disposal & Recycling","VA","51","Charles city","036","PM2.5 Primary (Filt + Cond)","CAP","15.036295","TON"
"Off-Highway","VA","51","Scott","169","PM2.5 Primary (Filt + Cond)","CAP","15.00439665326200001844187191","TON"
"Highway Vehicles","VA","51","Amherst","009","PM2.5 Primary (Filt + Cond)","CAP","14.912409076","TON"
"Highway Vehicles","VA","51","Clarke","043","PM2.5 Primary (Filt + Cond)","CAP","14.843252631","TON"
"Other Industrial Processes","VA","51","Martinsville city","690","PM2.5 Primary (Filt + Cond)","CAP","14.802092","TON"
"Fuel Comb. Industrial","VA","51","Lunenburg","111","PM2.5 Primary (Filt + Cond)","CAP","14.6975510515","TON"
"Fuel Comb. Industrial","VA","51","Staunton city","790","PM2.5 Primary (Filt + Cond)","CAP","14.6024749075","TON"
"Other Industrial Processes","VA","51","Dinwiddie","053","PM2.5 Primary (Filt + Cond)","CAP","14.5628956","TON"
"Highway Vehicles","VA","51","Russell","167","PM2.5 Primary (Filt + Cond)","CAP","14.543685924","TON"
"Fuel Comb. Other","VA","51","Charlottesville city","540","PM2.5 Primary (Filt + Cond)","CAP","14.52902545","TON"
"Off-Highway","VA","51","Carroll","035","PM2.5 Primary (Filt + Cond)","CAP","14.435156880287000003890636604","TON"
"Fuel Comb. Other","VA","51","Essex","057","PM2.5 Primary (Filt + Cond)","CAP","14.432248","TON"
"Off-Highway","VA","51","Tazewell","185","PM2.5 Primary (Filt + Cond)","CAP","14.30128016826900003732234061","TON"
"Off-Highway","VA","51","Prince Edward","147","PM2.5 Primary (Filt + Cond)","CAP","14.23907811370700002194787681","TON"
"Other Industrial Processes","VA","51","Manassas city","683","PM2.5 Primary (Filt + Cond)","CAP","14.1879539","TON"
"Fuel Comb. Other","VA","51","Sussex","183","PM2.5 Primary (Filt + Cond)","CAP","13.850987701","TON"
"Solvent Utilization","VA","51","Lynchburg city","680","PM2.5 Primary (Filt + Cond)","CAP","13.80746","TON"
"Highway Vehicles","VA","51","Southampton","175","PM2.5 Primary (Filt + Cond)","CAP","13.76535219","TON"
"Off-Highway","VA","51","Powhatan","145","PM2.5 Primary (Filt + Cond)","CAP","13.7230996683940000061539049","TON"
"Off-Highway","VA","51","Buchanan","027","PM2.5 Primary (Filt + Cond)","CAP","13.63161203320260003766767961","TON"
"Other Industrial Processes","VA","51","King and Queen","097","PM2.5 Primary (Filt + Cond)","CAP","13.557617","TON"
"Other Industrial Processes","VA","51","Bristol city","520","PM2.5 Primary (Filt + Cond)","CAP","13.52764","TON"
"Other Industrial Processes","VA","51","Gloucester","073","PM2.5 Primary (Filt + Cond)","CAP","13.37035","TON"
"Miscellaneous","VA","51","Galax city","640","PM2.5 Primary (Filt + Cond)","CAP","13.23655394","TON"
"Waste Disposal & Recycling","VA","51","Surry","181","PM2.5 Primary (Filt + Cond)","CAP","13.143523","TON"
"Off-Highway","VA","51","Smyth","173","PM2.5 Primary (Filt + Cond)","CAP","13.1061233281720000026479","TON"
"Metals Processing","VA","51","Dinwiddie","053","PM2.5 Primary (Filt + Cond)","CAP","13.0946909","TON"
"Highway Vehicles","VA","51","Scott","169","PM2.5 Primary (Filt + Cond)","CAP","13.058528114","TON"
"Fuel Comb. Elec. Util.","VA","51","Portsmouth city","740","PM2.5 Primary (Filt + Cond)","CAP","13.0178225","TON"
"Fuel Comb. Other","VA","51","Charles city","036","PM2.5 Primary (Filt + Cond)","CAP","12.7940213045","TON"
"Off-Highway","VA","51","Clarke","043","PM2.5 Primary (Filt + Cond)","CAP","12.6612926572120000026479","TON"
"Fuel Comb. Other","VA","51","Richmond","159","PM2.5 Primary (Filt + Cond)","CAP","12.6169740815","TON"
"Fuel Comb. Other","VA","51","Greensville","081","PM2.5 Primary (Filt + Cond)","CAP","12.566039052","TON"
"Fuel Comb. Industrial","VA","51","Charlotte","037","PM2.5 Primary (Filt + Cond)","CAP","12.5058993845","TON"
"Other Industrial Processes","VA","51","Accomack","001","PM2.5 Primary (Filt + Cond)","CAP","12.365223","TON"
"Fuel Comb. Other","VA","51","King and Queen","097","PM2.5 Primary (Filt + Cond)","CAP","12.3098719155","TON"
"Highway Vehicles","VA","51","Charlottesville city","540","PM2.5 Primary (Filt + Cond)","CAP","12.283628562","TON"
"Fuel Comb. Other","VA","51","Harrisonburg city","660","PM2.5 Primary (Filt + Cond)","CAP","12.237168215","TON"
"Highway Vehicles","VA","51","Nelson","125","PM2.5 Primary (Filt + Cond)","CAP","12.138022679","TON"
"Other Industrial Processes","VA","51","Warren","187","PM2.5 Primary (Filt + Cond)","CAP","12.107508","TON"
"Fuel Comb. Industrial","VA","51","Nelson","125","PM2.5 Primary (Filt + Cond)","CAP","12.080798911","TON"
"Off-Highway","VA","51","Westmoreland","193","PM2.5 Primary (Filt + Cond)","CAP","12.008639309712000007741980504","TON"
"Waste Disposal & Recycling","VA","51","Bland","021","PM2.5 Primary (Filt + Cond)","CAP","11.847107","TON"
"Fuel Comb. Industrial","VA","51","Dickenson","051","PM2.5 Primary (Filt + Cond)","CAP","11.81620178085","TON"
"Off-Highway","VA","51","Dickenson","051","PM2.5 Primary (Filt + Cond)","CAP","11.805621740579200000345339","TON"
"Fuel Comb. Other","VA","51","Surry","181","PM2.5 Primary (Filt + Cond)","CAP","11.73981356865","TON"
"Off-Highway","VA","51","King and Queen","097","PM2.5 Primary (Filt + Cond)","CAP","11.693222556877000007741980504","TON"
"Other Industrial Processes","VA","51","Mecklenburg","117","PM2.5 Primary (Filt + Cond)","CAP","11.683586","TON"
"Other Industrial Processes","VA","51","Orange","137","PM2.5 Primary (Filt + Cond)","CAP","11.607152","TON"
"Fuel Comb. Other","VA","51","Staunton city","790","PM2.5 Primary (Filt + Cond)","CAP","11.600345875","TON"
"Off-Highway","VA","51","Salem city","775","PM2.5 Primary (Filt + Cond)","CAP","11.51188427110000023692142646381","TON"
"Off-Highway","VA","51","Appomattox","011","PM2.5 Primary (Filt + Cond)","CAP","11.4797645075740000026479","TON"
"Off-Highway","VA","51","Lancaster","103","PM2.5 Primary (Filt + Cond)","CAP","11.374553053109000007396641504","TON"
"Miscellaneous","VA","51","Staunton city","790","PM2.5 Primary (Filt + Cond)","CAP","11.23174482","TON"
"Other Industrial Processes","VA","51","Fluvanna","065","PM2.5 Primary (Filt + Cond)","CAP","11.19177","TON"
"Miscellaneous","VA","51","Martinsville city","690","PM2.5 Primary (Filt + Cond)","CAP","11.16647548","TON"
"Petroleum & Related Industries","VA","51","Hopewell city","670","PM2.5 Primary (Filt + Cond)","CAP","11.007634","TON"
"Off-Highway","VA","51","Charlotte","037","PM2.5 Primary (Filt + Cond)","CAP","10.94804648974600002194787681","TON"
"Off-Highway","VA","51","Russell","167","PM2.5 Primary (Filt + Cond)","CAP","10.94497007866500001579397191","TON"
"Waste Disposal & Recycling","VA","51","Danville city","590","PM2.5 Primary (Filt + Cond)","CAP","10.9416516","TON"
"Highway Vehicles","VA","51","Northampton","131","PM2.5 Primary (Filt + Cond)","CAP","10.9133628402","TON"
"Off-Highway","VA","51","Charlottesville city","540","PM2.5 Primary (Filt + Cond)","CAP","10.82286486426000022147279355381","TON"
"Off-Highway","VA","51","Greensville","081","PM2.5 Primary (Filt + Cond)","CAP","10.7972379010910000061539049","TON"
"Storage & Transport","VA","51","Chesterfield","041","PM2.5 Primary (Filt + Cond)","CAP","10.792111815","TON"
"Off-Highway","VA","51","Harrisonburg city","660","PM2.5 Primary (Filt + Cond)","CAP","10.78204057300800022112745455381","TON"
"Waste Disposal & Recycling","VA","51","Bath","017","PM2.5 Primary (Filt + Cond)","CAP","10.711474","TON"
"Off-Highway","VA","51","Patrick","141","PM2.5 Primary (Filt + Cond)","CAP","10.654312805468000007741980504","TON"
"Highway Vehicles","VA","51","Bristol city","520","PM2.5 Primary (Filt + Cond)","CAP","10.624938103","TON"
"Off-Highway","VA","51","Richmond","159","PM2.5 Primary (Filt + Cond)","CAP","10.618305037178000007741980504","TON"
"Fuel Comb. Industrial","VA","51","Floyd","063","PM2.5 Primary (Filt + Cond)","CAP","10.543949135","TON"
"Other Industrial Processes","VA","51","New Kent","127","PM2.5 Primary (Filt + Cond)","CAP","10.516009","TON"
"Waste Disposal & Recycling","VA","51","Craig","045","PM2.5 Primary (Filt + Cond)","CAP","10.480525","TON"
"Highway Vehicles","VA","51","Winchester city","840","PM2.5 Primary (Filt + Cond)","CAP","10.422099441","TON"
"Highway Vehicles","VA","51","Giles","071","PM2.5 Primary (Filt + Cond)","CAP","10.364566553","TON"
"Fuel Comb. Other","VA","51","Petersburg city","730","PM2.5 Primary (Filt + Cond)","CAP","10.349404955","TON"
"Fuel Comb. Industrial","VA","51","Northumberland","133","PM2.5 Primary (Filt + Cond)","CAP","10.3389287865","TON"
"Off-Highway","VA","51","Danville city","590","PM2.5 Primary (Filt + Cond)","CAP","10.23707804709000021889906266381","TON"
"Highway Vehicles","VA","51","Page","139","PM2.5 Primary (Filt + Cond)","CAP","10.173810016","TON"
"Highway Vehicles","VA","51","Prince Edward","147","PM2.5 Primary (Filt + Cond)","CAP","10.16833861567","TON"
"Other Industrial Processes","VA","51","Nottoway","135","PM2.5 Primary (Filt + Cond)","CAP","10.085958","TON"
"Highway Vehicles","VA","51","Manassas city","683","PM2.5 Primary (Filt + Cond)","CAP","10.08565270546","TON"
"Off-Highway","VA","51","King George","099","PM2.5 Primary (Filt + Cond)","CAP","10.06803786829200001844187191","TON"
"Fuel Comb. Other","VA","51","Fairfax city","600","PM2.5 Primary (Filt + Cond)","CAP","10.054415405","TON"
"Off-Highway","VA","51","Mathews","115","PM2.5 Primary (Filt + Cond)","CAP","9.991704180182300007741980504","TON"
"Highway Vehicles","VA","51","Greene","079","PM2.5 Primary (Filt + Cond)","CAP","9.982284059","TON"
