"TIER","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Waste Disposal & Recycling","VA","51","Montgomery","121","PM2.5 Primary (Filt + Cond)","CAP","72.954308","TON"
"Waste Disposal & Recycling","VA","51","Washington","191","PM2.5 Primary (Filt + Cond)","CAP","72.38863","TON"
"Miscellaneous","VA","51","Lancaster","103","PM2.5 Primary (Filt + Cond)","CAP","72.20564549","TON"
"Fuel Comb. Other","VA","51","Accomack","001","PM2.5 Primary (Filt + Cond)","CAP","71.304463365","TON"
"Fuel Comb. Other","VA","51","Montgomery","121","PM2.5 Primary (Filt + Cond)","CAP","71.050683255","TON"
"Fuel Comb. Other","VA","51","Culpeper","047","PM2.5 Primary (Filt + Cond)","CAP","70.772704075","TON"
"Fuel Comb. Other","VA","51","Russell","167","PM2.5 Primary (Filt + Cond)","CAP","70.63148157","TON"
"Other Industrial Processes","VA","51","Campbell","031","PM2.5 Primary (Filt + Cond)","CAP","69.6603545559","TON"
"Fuel Comb. Industrial","VA","51","Botetourt","023","PM2.5 Primary (Filt + Cond)","CAP","69.285615345","TON"
"Other Industrial Processes","VA","51","Buchanan","027","PM2.5 Primary (Filt + Cond)","CAP","68.958914582","TON"
"Fuel Comb. Other","VA","51","Tazewell","185","PM2.5 Primary (Filt + Cond)","CAP","68.229107475","TON"
"Off-Highway","VA","51","Hanover","085","PM2.5 Primary (Filt + Cond)","CAP","68.1844559028570000061539049","TON"
"Off-Highway","VA","51","Albemarle","003","PM2.5 Primary (Filt + Cond)","CAP","68.0736224409700000026479","TON"
"Other Industrial Processes","VA","51","Greensville","081","PM2.5 Primary (Filt + Cond)","CAP","68.05245376","TON"
"Fuel Comb. Other","VA","51","Halifax","083","PM2.5 Primary (Filt + Cond)","CAP","68.01845432","TON"
"Fuel Comb. Other","VA","51","Smyth","173","PM2.5 Primary (Filt + Cond)","CAP","67.98705841","TON"
"Fuel Comb. Industrial","VA","51","Pittsylvania","143","PM2.5 Primary (Filt + Cond)","CAP","67.87048976","TON"
"Other Industrial Processes","VA","51","Hanover","085","PM2.5 Primary (Filt + Cond)","CAP","67.787108","TON"
"Miscellaneous","VA","51","York","199","PM2.5 Primary (Filt + Cond)","CAP","67.2760399","TON"
"Other Industrial Processes","VA","51","Roanoke city","770","PM2.5 Primary (Filt + Cond)","CAP","67.187648","TON"
"Highway Vehicles","VA","51","Fauquier","061","PM2.5 Primary (Filt + Cond)","CAP","66.8479201447","TON"
"Fuel Comb. Industrial","VA","51","Isle of Wight","093","PM2.5 Primary (Filt + Cond)","CAP","66.43204674","TON"
"Fuel Comb. Other","VA","51","Botetourt","023","PM2.5 Primary (Filt + Cond)","CAP","66.177690285","TON"
"Fuel Comb. Other","VA","51","Wythe","197","PM2.5 Primary (Filt + Cond)","CAP","66.08175054","TON"
"Petroleum & Related Industries","VA","51","Dickenson","051","PM2.5 Primary (Filt + Cond)","CAP","65.9154459","TON"
"Off-Highway","VA","51","Chesapeake city","550","PM2.5 Primary (Filt + Cond)","CAP","65.509509826862000162202859017","TON"
"Fuel Comb. Other","VA","51","Rockbridge","163","PM2.5 Primary (Filt + Cond)","CAP","65.433434195","TON"
"Highway Vehicles","VA","51","Newport News city","700","PM2.5 Primary (Filt + Cond)","CAP","65.404136868","TON"
"Fuel Comb. Other","VA","51","Powhatan","145","PM2.5 Primary (Filt + Cond)","CAP","65.25927956","TON"
"Fuel Comb. Elec. Util.","VA","51","Charles city","036","PM2.5 Primary (Filt + Cond)","CAP","64.90879","TON"
"Waste Disposal & Recycling","VA","51","Henry","089","PM2.5 Primary (Filt + Cond)","CAP","64.71458","TON"
"Fuel Comb. Other","VA","51","Wise","195","PM2.5 Primary (Filt + Cond)","CAP","64.45807124","TON"
"Highway Vehicles","VA","51","Spotsylvania","177","PM2.5 Primary (Filt + Cond)","CAP","63.863494469","TON"
"Fuel Comb. Industrial","VA","51","Harrisonburg city","660","PM2.5 Primary (Filt + Cond)","CAP","63.58832484","TON"
"Highway Vehicles","VA","51","Frederick","069","PM2.5 Primary (Filt + Cond)","CAP","63.4029599479","TON"
"Highway Vehicles","VA","51","Caroline","033","PM2.5 Primary (Filt + Cond)","CAP","63.342094985","TON"
"Waste Disposal & Recycling","VA","51","Gloucester","073","PM2.5 Primary (Filt + Cond)","CAP","63.291348","TON"
"Highway Vehicles","VA","51","Albemarle","003","PM2.5 Primary (Filt + Cond)","CAP","63.2906821","TON"
"Other Industrial Processes","VA","51","Fauquier","061","PM2.5 Primary (Filt + Cond)","CAP","63.20957566","TON"
"Fuel Comb. Industrial","VA","51","Hampton city","650","PM2.5 Primary (Filt + Cond)","CAP","62.37394576","TON"
"Highway Vehicles","VA","51","Rockingham","165","PM2.5 Primary (Filt + Cond)","CAP","62.199462253","TON"
"Fuel Comb. Other","VA","51","Mecklenburg","117","PM2.5 Primary (Filt + Cond)","CAP","62.147080405","TON"
"Off-Highway","VA","51","Accomack","001","PM2.5 Primary (Filt + Cond)","CAP","61.793066951850000007396641504","TON"
"Highway Vehicles","VA","51","Shenandoah","171","PM2.5 Primary (Filt + Cond)","CAP","61.750237216","TON"
"Highway Vehicles","VA","51","Montgomery","121","PM2.5 Primary (Filt + Cond)","CAP","61.5468924614","TON"
"Waste Disposal & Recycling","VA","51","Roanoke","161","PM2.5 Primary (Filt + Cond)","CAP","61.44675","TON"
"Highway Vehicles","VA","51","Hampton city","650","PM2.5 Primary (Filt + Cond)","CAP","60.762935939","TON"
"Fuel Comb. Other","VA","51","Norfolk city","710","PM2.5 Primary (Filt + Cond)","CAP","59.9768822","TON"
"Waste Disposal & Recycling","VA","51","Shenandoah","171","PM2.5 Primary (Filt + Cond)","CAP","59.802745","TON"
"Miscellaneous","VA","51","Mathews","115","PM2.5 Primary (Filt + Cond)","CAP","59.59065003","TON"
"Fuel Comb. Other","VA","51","Lee","105","PM2.5 Primary (Filt + Cond)","CAP","59.483754405","TON"
"Fuel Comb. Other","VA","51","Buchanan","027","PM2.5 Primary (Filt + Cond)","CAP","59.36086365","TON"
"Off-Highway","VA","51","Fauquier","061","PM2.5 Primary (Filt + Cond)","CAP","59.3549189972400000026479","TON"
"Other Industrial Processes","VA","51","Salem city","775","PM2.5 Primary (Filt + Cond)","CAP","59.311905665","TON"
"Fuel Comb. Other","VA","51","Warren","187","PM2.5 Primary (Filt + Cond)","CAP","59.110663795","TON"
"Fuel Comb. Elec. Util.","VA","51","Amelia","007","PM2.5 Primary (Filt + Cond)","CAP","59.03197","TON"
"Miscellaneous","VA","51","Hampton city","650","PM2.5 Primary (Filt + Cond)","CAP","59.0157224","TON"
"Fuel Comb. Industrial","VA","51","Winchester city","840","PM2.5 Primary (Filt + Cond)","CAP","58.435881484","TON"
"Fuel Comb. Other","VA","51","Richmond city","760","PM2.5 Primary (Filt + Cond)","CAP","58.2162911","TON"
"Waste Disposal & Recycling","VA","51","Halifax","083","PM2.5 Primary (Filt + Cond)","CAP","57.453624","TON"
"Highway Vehicles","VA","51","Wythe","197","PM2.5 Primary (Filt + Cond)","CAP","57.399140027","TON"
"Waste Disposal & Recycling","VA","51","Goochland","075","PM2.5 Primary (Filt + Cond)","CAP","56.729187","TON"
"Fuel Comb. Elec. Util.","VA","51","Russell","167","PM2.5 Primary (Filt + Cond)","CAP","56.60929","TON"
"Fuel Comb. Industrial","VA","51","Wythe","197","PM2.5 Primary (Filt + Cond)","CAP","56.566710845","TON"
"Miscellaneous","VA","51","Falls Church city","610","PM2.5 Primary (Filt + Cond)","CAP","56.51948658","TON"
"Fuel Comb. Industrial","VA","51","James city","095","PM2.5 Primary (Filt + Cond)","CAP","56.23256659","TON"
"Fuel Comb. Other","VA","51","Caroline","033","PM2.5 Primary (Filt + Cond)","CAP","56.19799726","TON"
"Fuel Comb. Other","VA","51","Orange","137","PM2.5 Primary (Filt + Cond)","CAP","56.12574706","TON"
"Fuel Comb. Other","VA","51","Amherst","009","PM2.5 Primary (Filt + Cond)","CAP","55.362842875","TON"
"Waste Disposal & Recycling","VA","51","Lynchburg city","680","PM2.5 Primary (Filt + Cond)","CAP","54.9903144","TON"
"Waste Disposal & Recycling","VA","51","Accomack","001","PM2.5 Primary (Filt + Cond)","CAP","54.516999","TON"
"Fuel Comb. Industrial","VA","51","Suffolk city","800","PM2.5 Primary (Filt + Cond)","CAP","54.503511095","TON"
"Other Industrial Processes","VA","51","Albemarle","003","PM2.5 Primary (Filt + Cond)","CAP","54.315755","TON"
"Miscellaneous","VA","51","Roanoke city","770","PM2.5 Primary (Filt + Cond)","CAP","54.1213047","TON"
"Waste Disposal & Recycling","VA","51","King George","099","PM2.5 Primary (Filt + Cond)","CAP","54.096471","TON"
"Fuel Comb. Other","VA","51","Arlington","013","PM2.5 Primary (Filt + Cond)","CAP","53.9864694","TON"
"Waste Disposal & Recycling","VA","51","Carroll","035","PM2.5 Primary (Filt + Cond)","CAP","53.872223","TON"
"Off-Highway","VA","51","Stafford","179","PM2.5 Primary (Filt + Cond)","CAP","53.7529077690110000026479","TON"
"Fuel Comb. Other","VA","51","Goochland","075","PM2.5 Primary (Filt + Cond)","CAP","53.53823931","TON"
"Other Industrial Processes","VA","51","Hampton city","650","PM2.5 Primary (Filt + Cond)","CAP","53.43568299","TON"
"Fuel Comb. Other","VA","51","Stafford","179","PM2.5 Primary (Filt + Cond)","CAP","53.20529655","TON"
"Off-Highway","VA","51","Bedford","019","PM2.5 Primary (Filt + Cond)","CAP","53.18113404737800000529579","TON"
"Other Industrial Processes","VA","51","Russell","167","PM2.5 Primary (Filt + Cond)","CAP","52.9584484","TON"
"Fuel Comb. Industrial","VA","51","Waynesboro city","820","PM2.5 Primary (Filt + Cond)","CAP","52.558136955","TON"
"Waste Disposal & Recycling","VA","51","Smyth","173","PM2.5 Primary (Filt + Cond)","CAP","52.320785","TON"
"Other Industrial Processes","VA","51","Giles","071","PM2.5 Primary (Filt + Cond)","CAP","51.96100256","TON"
"Other Industrial Processes","VA","51","Spotsylvania","177","PM2.5 Primary (Filt + Cond)","CAP","51.594836","TON"
"Other Industrial Processes","VA","51","Alexandria city","510","PM2.5 Primary (Filt + Cond)","CAP","51.574062","TON"
"Fuel Comb. Elec. Util.","VA","51","Fluvanna","065","PM2.5 Primary (Filt + Cond)","CAP","51.44232558","TON"
"Waste Disposal & Recycling","VA","51","Wise","195","PM2.5 Primary (Filt + Cond)","CAP","51.038563","TON"
"Highway Vehicles","VA","51","Rockbridge","163","PM2.5 Primary (Filt + Cond)","CAP","50.84054787","TON"
"Waste Disposal & Recycling","VA","51","New Kent","127","PM2.5 Primary (Filt + Cond)","CAP","50.69052","TON"
"Other Industrial Processes","VA","51","Pulaski","155","PM2.5 Primary (Filt + Cond)","CAP","50.6701355","TON"
"Fuel Comb. Industrial","VA","51","Covington city","580","PM2.5 Primary (Filt + Cond)","CAP","50.57905023","TON"
"Off-Highway","VA","51","Campbell","031","PM2.5 Primary (Filt + Cond)","CAP","50.2546015494660000026479","TON"
"Waste Disposal & Recycling","VA","51","Wythe","197","PM2.5 Primary (Filt + Cond)","CAP","49.982562","TON"
"Fuel Comb. Other","VA","51","Page","139","PM2.5 Primary (Filt + Cond)","CAP","49.798009125","TON"
"Off-Highway","VA","51","Montgomery","121","PM2.5 Primary (Filt + Cond)","CAP","49.4004274876780000026479","TON"
"Waste Disposal & Recycling","VA","51","Russell","167","PM2.5 Primary (Filt + Cond)","CAP","49.222948","TON"
"Fuel Comb. Other","VA","51","Pulaski","155","PM2.5 Primary (Filt + Cond)","CAP","49.054476535","TON"
"Storage & Transport","VA","51","Goochland","075","PM2.5 Primary (Filt + Cond)","CAP","48.89488085","TON"
"Chemical & Allied Product Mfg","VA","51","Giles","071","PM2.5 Primary (Filt + Cond)","CAP","48.506101","TON"
"Off-Highway","VA","51","Northampton","131","PM2.5 Primary (Filt + Cond)","CAP","48.426643302848000007396641504","TON"
"Off-Highway","VA","51","Spotsylvania","177","PM2.5 Primary (Filt + Cond)","CAP","48.4012729523080000026479","TON"
"Fuel Comb. Other","VA","51","Scott","169","PM2.5 Primary (Filt + Cond)","CAP","48.376672765","TON"
"Fuel Comb. Other","VA","51","Newport News city","700","PM2.5 Primary (Filt + Cond)","CAP","47.8081981","TON"
"Fuel Comb. Other","VA","51","Dinwiddie","053","PM2.5 Primary (Filt + Cond)","CAP","47.005740335","TON"
"Waste Disposal & Recycling","VA","51","Caroline","033","PM2.5 Primary (Filt + Cond)","CAP","46.9737","TON"
"Fuel Comb. Industrial","VA","51","Prince William","153","PM2.5 Primary (Filt + Cond)","CAP","46.84048229","TON"
"Waste Disposal & Recycling","VA","51","Patrick","141","PM2.5 Primary (Filt + Cond)","CAP","46.757908","TON"
"Off-Highway","VA","51","James city","095","PM2.5 Primary (Filt + Cond)","CAP","46.2603217910939000061539049","TON"
"Waste Disposal & Recycling","VA","51","Isle of Wight","093","PM2.5 Primary (Filt + Cond)","CAP","45.745334","TON"
"Fuel Comb. Industrial","VA","51","Spotsylvania","177","PM2.5 Primary (Filt + Cond)","CAP","45.59198513","TON"
"Waste Disposal & Recycling","VA","51","Amherst","009","PM2.5 Primary (Filt + Cond)","CAP","45.567264","TON"
"Metals Processing","VA","51","Lynchburg city","680","PM2.5 Primary (Filt + Cond)","CAP","45.5441719","TON"
"Waste Disposal & Recycling","VA","51","Mecklenburg","117","PM2.5 Primary (Filt + Cond)","CAP","45.487076","TON"
"Fuel Comb. Other","VA","51","Grayson","077","PM2.5 Primary (Filt + Cond)","CAP","45.3441322865","TON"
"Waste Disposal & Recycling","VA","51","York","199","PM2.5 Primary (Filt + Cond)","CAP","45.0535165","TON"
"Waste Disposal & Recycling","VA","51","Appomattox","011","PM2.5 Primary (Filt + Cond)","CAP","44.741815","TON"
"Fuel Comb. Other","VA","51","Suffolk city","800","PM2.5 Primary (Filt + Cond)","CAP","44.590247625","TON"
"Highway Vehicles","VA","51","Botetourt","023","PM2.5 Primary (Filt + Cond)","CAP","44.421271045","TON"
"Waste Disposal & Recycling","VA","51","Botetourt","023","PM2.5 Primary (Filt + Cond)","CAP","44.334427","TON"
"Other Industrial Processes","VA","51","Amherst","009","PM2.5 Primary (Filt + Cond)","CAP","44.276947504","TON"
"Fuel Comb. Elec. Util.","VA","51","Hopewell city","670","PM2.5 Primary (Filt + Cond)","CAP","44.14573322","TON"
"Fuel Comb. Industrial","VA","51","Patrick","141","PM2.5 Primary (Filt + Cond)","CAP","43.873364955","TON"
"Highway Vehicles","VA","51","New Kent","127","PM2.5 Primary (Filt + Cond)","CAP","43.862258794","TON"
"Fuel Comb. Other","VA","51","Patrick","141","PM2.5 Primary (Filt + Cond)","CAP","43.8466998075","TON"
"Highway Vehicles","VA","51","Washington","191","PM2.5 Primary (Filt + Cond)","CAP","43.719955826","TON"
"Fuel Comb. Industrial","VA","51","Mecklenburg","117","PM2.5 Primary (Filt + Cond)","CAP","43.59201269","TON"
"Fuel Comb. Elec. Util.","VA","51","Louisa","109","PM2.5 Primary (Filt + Cond)","CAP","43.523087","TON"
"Other Industrial Processes","VA","51","Lynchburg city","680","PM2.5 Primary (Filt + Cond)","CAP","43.40907326","TON"
"Waste Disposal & Recycling","VA","51","Orange","137","PM2.5 Primary (Filt + Cond)","CAP","43.200181","TON"
"Fuel Comb. Other","VA","51","King George","099","PM2.5 Primary (Filt + Cond)","CAP","43.140863885","TON"
"Fuel Comb. Other","VA","51","Appomattox","011","PM2.5 Primary (Filt + Cond)","CAP","43.0882601","TON"
"Fuel Comb. Industrial","VA","51","Rockbridge","163","PM2.5 Primary (Filt + Cond)","CAP","42.52667033","TON"
"Other Industrial Processes","VA","51","Montgomery","121","PM2.5 Primary (Filt + Cond)","CAP","42.305235","TON"
"Fuel Comb. Other","VA","51","Fluvanna","065","PM2.5 Primary (Filt + Cond)","CAP","42.1787550345","TON"
"Off-Highway","VA","51","York","199","PM2.5 Primary (Filt + Cond)","CAP","42.1370912471370300064992439","TON"
"Highway Vehicles","VA","51","Carroll","035","PM2.5 Primary (Filt + Cond)","CAP","41.7530989081","TON"
"Fuel Comb. Industrial","VA","51","Petersburg city","730","PM2.5 Primary (Filt + Cond)","CAP","41.72849293","TON"
"Waste Disposal & Recycling","VA","51","Lee","105","PM2.5 Primary (Filt + Cond)","CAP","41.625843","TON"
"Fuel Comb. Other","VA","51","Madison","113","PM2.5 Primary (Filt + Cond)","CAP","41.425480493","TON"
"Waste Disposal & Recycling","VA","51","Rockbridge","163","PM2.5 Primary (Filt + Cond)","CAP","41.370463","TON"
"Fuel Comb. Other","VA","51","Gloucester","073","PM2.5 Primary (Filt + Cond)","CAP","41.258700925","TON"
"Fuel Comb. Industrial","VA","51","Bristol city","520","PM2.5 Primary (Filt + Cond)","CAP","41.238156955","TON"
"Fuel Comb. Industrial","VA","51","Buchanan","027","PM2.5 Primary (Filt + Cond)","CAP","41.222543874","TON"
"Fuel Comb. Other","VA","51","Roanoke city","770","PM2.5 Primary (Filt + Cond)","CAP","41.072228","TON"
"Other Industrial Processes","VA","51","Frederick","069","PM2.5 Primary (Filt + Cond)","CAP","41.062144846","TON"
"Highway Vehicles","VA","51","Roanoke","161","PM2.5 Primary (Filt + Cond)","CAP","41.021661804","TON"
"Highway Vehicles","VA","51","Roanoke city","770","PM2.5 Primary (Filt + Cond)","CAP","40.9276427","TON"
"Waste Disposal & Recycling","VA","51","Warren","187","PM2.5 Primary (Filt + Cond)","CAP","40.891338","TON"
"Other Industrial Processes","VA","51","Rockingham","165","PM2.5 Primary (Filt + Cond)","CAP","40.757858799","TON"
"Off-Highway","VA","51","Augusta","015","PM2.5 Primary (Filt + Cond)","CAP","40.363550105870000002993239","TON"
"Fuel Comb. Other","VA","51","Dickenson","051","PM2.5 Primary (Filt + Cond)","CAP","40.3546447615","TON"
"Waste Disposal & Recycling","VA","51","Buchanan","027","PM2.5 Primary (Filt + Cond)","CAP","39.939909","TON"
"Fuel Comb. Industrial","VA","51","Culpeper","047","PM2.5 Primary (Filt + Cond)","CAP","39.49590615","TON"
"Storage & Transport","VA","51","Roanoke","161","PM2.5 Primary (Filt + Cond)","CAP","39.4944","TON"
"Off-Highway","VA","51","Richmond city","760","PM2.5 Primary (Filt + Cond)","CAP","39.49344796033400021889906266381","TON"
"Other Industrial Processes","VA","51","Stafford","179","PM2.5 Primary (Filt + Cond)","CAP","39.159153","TON"
"Off-Highway","VA","51","Suffolk city","800","PM2.5 Primary (Filt + Cond)","CAP","39.0654447611710000061539049","TON"
"Fuel Comb. Other","VA","51","Nelson","125","PM2.5 Primary (Filt + Cond)","CAP","39.0019771765","TON"
"Waste Disposal & Recycling","VA","51","Tazewell","185","PM2.5 Primary (Filt + Cond)","CAP","38.925583","TON"
"Fuel Comb. Industrial","VA","51","Martinsville city","690","PM2.5 Primary (Filt + Cond)","CAP","38.815873555","TON"
"Fuel Comb. Other","VA","51","Hampton city","650","PM2.5 Primary (Filt + Cond)","CAP","38.76799421","TON"
"Storage & Transport","VA","51","Botetourt","023","PM2.5 Primary (Filt + Cond)","CAP","38.3885195","TON"
"Other Industrial Processes","VA","51","Wise","195","PM2.5 Primary (Filt + Cond)","CAP","38.383909","TON"
"Off-Highway","VA","51","Hampton city","650","PM2.5 Primary (Filt + Cond)","CAP","38.29684870195310019647700296381","TON"
"Fuel Comb. Other","VA","51","Floyd","063","PM2.5 Primary (Filt + Cond)","CAP","38.1920963295","TON"
"Highway Vehicles","VA","51","Alexandria city","510","PM2.5 Primary (Filt + Cond)","CAP","38.148926497","TON"
"Waste Disposal & Recycling","VA","51","Fluvanna","065","PM2.5 Primary (Filt + Cond)","CAP","38.08475","TON"
"Waste Disposal & Recycling","VA","51","Dinwiddie","053","PM2.5 Primary (Filt + Cond)","CAP","37.865341","TON"
"Waste Disposal & Recycling","VA","51","Prince George","149","PM2.5 Primary (Filt + Cond)","CAP","37.487692","TON"
"Highway Vehicles","VA","51","York","199","PM2.5 Primary (Filt + Cond)","CAP","37.367092142","TON"
"Off-Highway","VA","51","Roanoke","161","PM2.5 Primary (Filt + Cond)","CAP","36.9479578442810000241762687","TON"
"Fuel Comb. Industrial","VA","51","Radford city","750","PM2.5 Primary (Filt + Cond)","CAP","36.845535415","TON"
"Highway Vehicles","VA","51","Goochland","075","PM2.5 Primary (Filt + Cond)","CAP","36.651087792","TON"
"Other Industrial Processes","VA","51","Charlottesville city","540","PM2.5 Primary (Filt + Cond)","CAP","36.6425193","TON"
"Fuel Comb. Other","VA","51","Giles","071","PM2.5 Primary (Filt + Cond)","CAP","36.592388065","TON"
"Waste Disposal & Recycling","VA","51","Page","139","PM2.5 Primary (Filt + Cond)","CAP","36.581489","TON"
"Other Industrial Processes","VA","51","Henry","089","PM2.5 Primary (Filt + Cond)","CAP","36.441221","TON"
"Fuel Comb. Industrial","VA","51","Tazewell","185","PM2.5 Primary (Filt + Cond)","CAP","36.25825084","TON"
"Off-Highway","VA","51","Rockingham","165","PM2.5 Primary (Filt + Cond)","CAP","35.861649929430000002993239","TON"
"Miscellaneous","VA","51","Danville city","590","PM2.5 Primary (Filt + Cond)","CAP","35.66651466","TON"
"Highway Vehicles","VA","51","Louisa","109","PM2.5 Primary (Filt + Cond)","CAP","35.55664163","TON"
"Waste Disposal & Recycling","VA","51","Lunenburg","111","PM2.5 Primary (Filt + Cond)","CAP","35.470086","TON"
"Fuel Comb. Other","VA","51","Prince George","149","PM2.5 Primary (Filt + Cond)","CAP","35.30877221","TON"
"Fuel Comb. Elec. Util.","VA","51","Covington city","580","PM2.5 Primary (Filt + Cond)","CAP","35.1676","TON"
"Other Industrial Processes","VA","51","Danville city","590","PM2.5 Primary (Filt + Cond)","CAP","35.1344263","TON"
"Fuel Comb. Other","VA","51","Isle of Wight","093","PM2.5 Primary (Filt + Cond)","CAP","35.07980828","TON"
"Fuel Comb. Other","VA","51","Buckingham","029","PM2.5 Primary (Filt + Cond)","CAP","34.95025761","TON"
"Highway Vehicles","VA","51","Suffolk city","800","PM2.5 Primary (Filt + Cond)","CAP","34.533816427","TON"
"Other Industrial Processes","VA","51","Pittsylvania","143","PM2.5 Primary (Filt + Cond)","CAP","34.44053985","TON"
"Off-Highway","VA","51","Mecklenburg","117","PM2.5 Primary (Filt + Cond)","CAP","34.341567542677000007396641504","TON"
"Off-Highway","VA","51","Culpeper","047","PM2.5 Primary (Filt + Cond)","CAP","34.3000456263430000026479","TON"
"Fuel Comb. Industrial","VA","51","Alexandria city","510","PM2.5 Primary (Filt + Cond)","CAP","34.21004228","TON"
"Miscellaneous","VA","51","Harrisonburg city","660","PM2.5 Primary (Filt + Cond)","CAP","33.80905634","TON"
"Waste Disposal & Recycling","VA","51","Sussex","183","PM2.5 Primary (Filt + Cond)","CAP","33.721125","TON"
"Other Industrial Processes","VA","51","Louisa","109","PM2.5 Primary (Filt + Cond)","CAP","33.6946533","TON"
"Highway Vehicles","VA","51","Pulaski","155","PM2.5 Primary (Filt + Cond)","CAP","33.693053903","TON"
"Off-Highway","VA","51","Dinwiddie","053","PM2.5 Primary (Filt + Cond)","CAP","33.6857680052160000064992439","TON"
"Highway Vehicles","VA","51","James city","095","PM2.5 Primary (Filt + Cond)","CAP","33.558784958","TON"
"Fuel Comb. Other","VA","51","Alexandria city","510","PM2.5 Primary (Filt + Cond)","CAP","33.4402428","TON"
"Waste Disposal & Recycling","VA","51","Buckingham","029","PM2.5 Primary (Filt + Cond)","CAP","32.883375","TON"
"Highway Vehicles","VA","51","Bedford","019","PM2.5 Primary (Filt + Cond)","CAP","32.643770012","TON"
"Off-Highway","VA","51","Pittsylvania","143","PM2.5 Primary (Filt + Cond)","CAP","32.6021643888700000061539049","TON"
"Other Industrial Processes","VA","51","Fairfax city","600","PM2.5 Primary (Filt + Cond)","CAP","32.489164","TON"
"Fuel Comb. Other","VA","51","New Kent","127","PM2.5 Primary (Filt + Cond)","CAP","32.44285741","TON"
"Waste Disposal & Recycling","VA","51","Pulaski","155","PM2.5 Primary (Filt + Cond)","CAP","32.434153","TON"
"Waste Disposal & Recycling","VA","51","Scott","169","PM2.5 Primary (Filt + Cond)","CAP","32.404472","TON"
"Highway Vehicles","VA","51","Portsmouth city","740","PM2.5 Primary (Filt + Cond)","CAP","32.321127538","TON"
"Waste Disposal & Recycling","VA","51","Southampton","175","PM2.5 Primary (Filt + Cond)","CAP","31.870717","TON"
"Fuel Comb. Other","VA","51","James city","095","PM2.5 Primary (Filt + Cond)","CAP","31.61215068","TON"
"Fuel Comb. Industrial","VA","51","Louisa","109","PM2.5 Primary (Filt + Cond)","CAP","31.559215025","TON"
"Off-Highway","VA","51","Botetourt","023","PM2.5 Primary (Filt + Cond)","CAP","31.2710375489810000026479","TON"
"Highway Vehicles","VA","51","Mecklenburg","117","PM2.5 Primary (Filt + Cond)","CAP","30.582758609","TON"
"Waste Disposal & Recycling","VA","51","Floyd","063","PM2.5 Primary (Filt + Cond)","CAP","30.508171","TON"
"Waste Disposal & Recycling","VA","51","Fairfax","059","PM2.5 Primary (Filt + Cond)","CAP","30.494571","TON"
"Waste Disposal & Recycling","VA","51","Prince Edward","147","PM2.5 Primary (Filt + Cond)","CAP","30.46947","TON"
"Fuel Comb. Industrial","VA","51","Dinwiddie","053","PM2.5 Primary (Filt + Cond)","CAP","30.29495494","TON"
"Fuel Comb. Other","VA","51","Prince Edward","147","PM2.5 Primary (Filt + Cond)","CAP","30.23826339","TON"
"Fuel Comb. Industrial","VA","51","Orange","137","PM2.5 Primary (Filt + Cond)","CAP","30.072258585","TON"
"Other Industrial Processes","VA","51","Suffolk city","800","PM2.5 Primary (Filt + Cond)","CAP","30.02409","TON"
"Fuel Comb. Industrial","VA","51","Buena Vista city","530","PM2.5 Primary (Filt + Cond)","CAP","29.937394765","TON"
"Off-Highway","VA","51","Goochland","075","PM2.5 Primary (Filt + Cond)","CAP","29.9212393264040000061539049","TON"
"Other Industrial Processes","VA","51","Portsmouth city","740","PM2.5 Primary (Filt + Cond)","CAP","29.90141878","TON"
"Miscellaneous","VA","51","Portsmouth city","740","PM2.5 Primary (Filt + Cond)","CAP","29.7506907","TON"
"Fuel Comb. Industrial","VA","51","Prince George","149","PM2.5 Primary (Filt + Cond)","CAP","29.451647355","TON"
"Highway Vehicles","VA","51","Prince George","149","PM2.5 Primary (Filt + Cond)","CAP","29.418703307","TON"
"Waste Disposal & Recycling","VA","51","Nelson","125","PM2.5 Primary (Filt + Cond)","CAP","29.27114","TON"
"Fuel Comb. Other","VA","51","Amelia","007","PM2.5 Primary (Filt + Cond)","CAP","29.2146789735","TON"
"Highway Vehicles","VA","51","Lynchburg city","680","PM2.5 Primary (Filt + Cond)","CAP","28.9462917203","TON"
"Fuel Comb. Other","VA","51","Alleghany","005","PM2.5 Primary (Filt + Cond)","CAP","28.804243175","TON"
"Highway Vehicles","VA","51","Campbell","031","PM2.5 Primary (Filt + Cond)","CAP","28.782261927","TON"
"Other Industrial Processes","VA","51","Dickenson","051","PM2.5 Primary (Filt + Cond)","CAP","28.728442927","TON"
"Off-Highway","VA","51","Alleghany","005","PM2.5 Primary (Filt + Cond)","CAP","28.5459658762120000026479","TON"
"Fuel Comb. Elec. Util.","VA","51","Caroline","033","PM2.5 Primary (Filt + Cond)","CAP","28.521472","TON"
"Fuel Comb. Industrial","VA","51","Fauquier","061","PM2.5 Primary (Filt + Cond)","CAP","28.43796315","TON"
"Fuel Comb. Industrial","VA","51","Warren","187","PM2.5 Primary (Filt + Cond)","CAP","28.30879487","TON"
"Highway Vehicles","VA","51","Smyth","173","PM2.5 Primary (Filt + Cond)","CAP","28.259444055","TON"
"Fuel Comb. Other","VA","51","Brunswick","025","PM2.5 Primary (Filt + Cond)","CAP","28.2269319785","TON"
